UserID,PolicyID1,PolicyID2,PolicyID3,PolicyID4,PolicyID5,PolicyID6,PolicyID7,PolicyID8,PolicyID9,PolicyID10
85732,4.6,3.2,2.4,2.0,4.4,2.3,4.8,3.5,4.2,
85733,2.9,,2.3,1.1,4.2,4.4,2.8,,,2.9
85734,3.3,2.3,1.4,3.3,2.8,1.5,1.0,1.7,,4.3
85735,4.0,2.0,3.7,1.9,,,,2.2,,2.1
85736,,2.1,4.2,2.1,,3.5,,4.1,4.9,
85737,3.7,1.4,1.4,,4.8,,2.0,2.9,1.1,3.3
85738,3.1,,,,1.6,,2.8,,,4.6
85739,2.0,,,,1.2,,1.3,2.9,3.8,4.3
85740,3.9,,,3.7,5.0,1.2,,,3.2,4.4
85741,,3.3,2.0,2.4,1.6,1.1,2.8,,2.6,4.1
85742,,4.8,2.9,3.3,2.0,1.6,4.9,2.7,2.6,
85743,,,4.8,5.0,4.8,,,,,
85744,,3.2,,1.8,,3.4,1.4,,4.1,
85745,,,,,2.5,1.8,3.3,2.0,4.6,
85746,1.9,5.0,4.1,,1.4,4.1,2.1,4.0,2.0,3.7
85747,,,2.3,,3.6,3.1,1.8,,1.5,3.1
85748,,2.7,,,,,1.4,2.4,2.7,1.0
85749,4.0,1.8,3.7,,3.1,2.3,1.2,4.1,,
85750,,,2.1,1.4,2.4,2.5,2.9,,3.9,2.1
85751,1.5,,3.5,,2.9,4.7,1.1,3.4,1.8,4.7
85752,,3.7,,3.3,4.3,,3.4,3.6,3.3,
85753,3.3,,,1.6,,3.6,3.1,4.9,4.2,
85754,,4.8,1.9,,4.1,,1.3,3.7,4.7,
85755,2.7,2.1,,2.0,,2.3,3.7,2.9,,5.0
85756,2.4,4.2,4.4,2.9,2.4,3.7,,1.2,2.8,4.1
85757,,1.3,,,2.1,3.1,4.9,1.7,4.6,2.9
85758,,2.7,2.5,,,2.7,2.3,3.2,4.9,
85759,,3.0,2.3,4.3,1.9,3.9,3.5,1.8,3.6,2.2
85760,3.6,4.1,3.8,,,2.8,2.8,4.4,,
85761,,2.9,4.8,,,4.5,2.1,,2.7,4.4
85762,3.9,4.9,3.6,,3.8,1.8,3.5,2.6,2.8,3.1
85763,1.2,2.6,4.1,,4.8,2.5,,,4.0,4.7
85764,4.8,2.0,,1.4,3.1,4.6,,3.0,4.6,
85765,2.7,4.4,2.3,1.8,,,,2.0,5.0,1.2
85766,1.9,5.0,,3.0,1.1,4.8,3.0,1.7,,
85767,4.5,3.6,1.8,,3.9,,,2.7,4.4,4.2
85768,4.5,1.3,3.0,1.5,1.6,1.1,2.5,3.8,4.3,1.7
85769,,1.5,1.1,,4.9,,,,,4.2
85770,3.2,,1.8,4.3,1.5,,3.7,1.1,3.3,4.1
85771,3.2,4.4,4.6,,2.6,1.3,,4.5,,3.8
85772,1.4,,2.0,4.3,1.0,1.7,4.7,2.1,2.7,
85773,1.5,1.0,1.1,5.0,1.4,4.8,1.7,,4.1,2.2
85774,3.6,2.2,4.6,4.1,1.0,,2.1,,5.0,1.6
85775,2.8,,1.0,3.0,2.2,,,2.8,3.4,
85776,2.1,,,1.2,3.5,1.3,,2.4,1.1,3.7
85777,,1.9,4.1,,2.4,3.8,3.0,3.5,4.2,1.4
85778,1.3,,2.4,2.6,,2.9,3.3,,,3.9
85779,2.1,4.1,,,5.0,1.5,3.3,3.9,4.5,1.3
85780,4.4,4.3,,5.0,3.0,2.1,1.9,,,2.2
85781,4.8,,1.4,1.7,,2.1,3.3,,4.1,4.9
85782,,,4.3,2.0,3.6,,4.9,4.5,1.7,4.0
85783,,4.0,2.5,4.2,4.0,3.3,,,4.9,2.6
85784,3.1,4.4,,3.8,3.5,,4.9,1.7,,3.3
85785,1.3,4.6,2.5,3.8,2.3,,,4.9,1.5,1.7
85786,2.5,,1.7,1.3,,,3.8,3.8,2.3,
85787,3.9,,1.8,,2.6,4.5,3.2,3.7,2.5,1.9
85788,4.3,1.1,1.5,3.6,1.5,3.5,2.2,1.5,2.6,2.4
85789,,3.3,4.8,3.5,,,,3.8,1.0,1.5
85790,,4.9,1.4,2.7,,2.0,5.0,1.9,4.4,
85791,2.3,,1.9,3.4,,1.9,,3.9,2.2,2.4
85792,2.2,,2.8,1.2,4.3,,2.4,3.2,3.3,
85793,4.0,2.4,4.3,2.3,2.1,,,,4.6,4.1
85794,4.6,1.9,,,,,3.3,,4.4,
85795,1.1,,,,2.8,1.3,3.2,4.6,,
85796,4.6,4.7,,1.7,,,,4.8,4.8,
85797,4.4,1.9,4.6,,1.8,1.5,1.3,1.6,3.7,4.3
85798,2.7,4.3,1.8,3.1,1.2,,,,,
85799,3.6,,2.2,2.6,4.1,2.3,,1.3,4.5,4.8
85800,,1.2,,4.3,3.7,1.6,4.8,1.5,2.6,2.5
85801,,,,4.6,1.1,1.6,,1.3,4.2,4.8
85802,2.3,1.7,,1.1,,1.4,2.7,3.0,4.4,5.0
85803,,2.3,3.1,,,2.4,,4.1,,
85804,4.2,1.8,2.9,,3.9,,,2.8,,1.1
85805,,1.7,,3.3,4.4,2.6,3.6,1.9,4.9,3.4
85806,2.3,,3.7,,2.6,4.1,2.3,4.7,4.9,3.3
85807,4.6,5.0,,4.8,2.3,5.0,,4.8,,
85808,,,2.6,4.8,1.5,4.8,,1.8,1.8,
85809,2.0,,3.1,2.5,,,,4.9,2.2,4.4
85810,4.5,3.6,1.7,1.9,1.6,2.0,2.9,,3.9,
85811,4.4,,3.7,1.8,,1.9,1.0,,4.9,2.7
85812,3.4,3.1,,2.7,4.7,4.9,3.8,3.1,4.3,3.6
85813,,4.5,,,,4.8,,,,2.6
85814,4.9,4.6,1.5,1.1,2.2,,1.4,4.8,2.4,1.9
85815,2.3,3.1,2.5,,1.5,4.1,2.7,3.7,5.0,1.6
85816,3.6,,4.8,,1.2,2.4,,1.8,2.8,3.6
85817,4.5,4.8,4.2,3.9,,1.7,3.4,2.7,1.5,4.2
85818,,,2.1,3.5,2.5,,,2.3,,2.2
85819,4.7,2.4,3.2,,,2.0,,4.9,3.7,
85820,,4.6,,2.2,3.4,3.1,4.2,2.5,3.2,2.3
85821,3.3,3.3,2.7,,3.4,4.2,1.9,2.0,,
85822,,3.7,2.1,3.4,2.0,3.3,2.6,1.9,1.1,4.9
85823,4.7,,2.3,1.3,,2.8,,1.4,3.1,
85824,4.5,3.5,4.2,2.0,,4.4,,2.9,1.6,
85825,,2.6,1.7,3.8,4.4,3.2,3.4,,3.2,4.8
85826,,,2.7,,1.5,,3.5,3.3,,4.1
85827,,3.2,,,3.8,,3.9,,4.6,
85828,4.3,1.9,2.6,3.4,3.1,,2.9,3.3,4.0,2.8
85829,1.0,,1.3,,,3.5,3.6,4.3,4.9,
85830,1.0,2.6,1.2,2.0,4.7,1.2,,2.3,,1.3
85831,,4.4,2.6,,3.5,2.0,,4.2,,
85832,3.9,,2.2,,2.4,3.8,4.4,1.8,2.4,
85833,3.3,,,,,,4.6,4.5,3.1,2.9
85834,4.3,3.8,,2.3,2.0,2.4,4.7,,1.8,2.3
85835,,4.6,1.2,4.2,,3.0,,1.5,1.2,3.8
85836,3.3,4.5,4.2,,3.9,1.6,3.0,,4.0,1.1
85837,4.5,3.5,,2.6,3.5,,4.0,2.8,1.7,
85838,4.7,2.6,,2.6,1.4,1.7,1.1,,2.0,
85839,,2.5,4.7,1.3,,,4.4,2.7,1.5,
85840,,4.4,,,2.6,,3.9,2.0,2.1,3.5
85841,2.5,1.2,,,5.0,1.0,,2.6,,4.4
85842,1.8,,2.8,1.7,,1.1,4.3,,2.8,3.2
85843,4.4,3.8,3.7,,1.8,3.7,2.2,,3.0,2.5
85844,3.7,4.5,1.9,,2.1,2.9,3.5,,,
85845,1.2,,3.7,2.5,1.0,,4.5,2.4,,
85846,1.5,4.8,1.2,2.9,4.6,,,,,
85847,3.9,2.6,2.1,,,,,,4.6,
85848,1.6,3.7,1.6,2.1,1.2,2.9,2.5,,2.4,
85849,,2.7,,,2.0,1.4,3.9,,3.3,
85850,1.9,,,4.3,,3.3,3.4,3.3,2.2,
85851,3.2,,,,,,2.6,,2.0,4.7
85852,4.8,2.7,,,2.9,2.0,3.5,3.0,,1.7
85853,3.3,2.8,2.9,1.3,,2.5,2.2,,3.4,
85854,,1.3,4.1,1.7,4.5,3.6,,2.6,1.4,1.0
85855,4.4,3.7,2.0,4.0,1.6,,,4.5,,2.0
85856,,2.2,,,,2.2,,5.0,4.2,4.0
85857,2.3,4.2,,3.9,3.5,3.2,,3.0,4.0,
85858,3.1,3.9,4.0,,1.4,4.7,3.7,,1.2,4.7
85859,,1.0,1.5,,4.6,,1.6,1.8,1.7,4.9
85860,2.3,3.8,3.4,4.6,2.2,4.4,,1.7,3.8,
85861,4.1,4.5,4.2,,4.7,,3.5,3.0,4.2,4.2
85862,1.0,3.1,3.3,4.1,,3.6,4.2,2.0,1.6,2.5
85863,,1.8,3.2,1.7,1.6,3.5,1.6,1.7,,2.9
85864,2.7,,2.4,2.2,4.9,,2.8,,3.3,1.8
85865,2.3,3.8,,2.6,,4.5,2.2,,5.0,3.3
85866,4.2,3.0,,,3.1,2.1,1.1,2.2,4.8,3.7
85867,3.8,3.1,2.2,2.8,,,4.2,,3.2,3.4
85868,4.3,4.2,,1.3,3.6,2.3,,,,4.0
85869,4.3,4.6,,3.3,3.1,1.5,2.4,3.9,,
85870,,4.4,,3.0,,5.0,,1.9,1.5,1.7
85871,1.4,,,3.5,4.5,3.5,,,4.0,1.3
85872,1.4,,1.8,1.3,,,,4.0,1.9,1.1
85873,4.6,1.1,4.5,,,2.1,,,3.8,
85874,3.8,1.5,3.8,,1.4,3.0,,,2.5,1.6
85875,2.0,,,2.5,1.5,,4.9,3.4,,4.7
85876,1.1,1.6,4.3,,,2.5,,,3.5,4.7
85877,,1.5,,4.6,2.9,3.5,1.1,2.7,2.9,3.0
85878,2.5,,2.1,4.9,4.1,,,2.0,1.7,
85879,1.9,,3.8,3.8,4.4,3.1,2.5,,2.9,4.3
85880,,1.1,,,3.5,,4.6,3.9,3.6,4.3
85881,3.3,1.9,,1.5,,1.3,,,3.9,4.2
85882,,,3.0,4.0,3.4,4.2,3.6,2.2,,
85883,1.5,,4.4,3.0,2.8,,,3.5,,4.2
85884,3.4,,1.5,,,4.7,4.4,4.2,3.4,2.7
85885,,2.3,,2.2,4.0,,2.8,,,3.6
85886,1.1,1.7,,3.8,3.8,2.2,4.4,3.7,3.6,2.7
85887,4.8,1.8,,,,4.5,4.0,4.2,,5.0
85888,1.6,,3.8,1.1,,,,4.8,4.4,3.4
85889,2.3,3.4,,2.9,,3.5,,,4.0,4.1
85890,1.9,2.5,1.9,,,,,1.7,1.6,4.6
85891,4.8,,,,2.9,4.2,2.2,1.0,3.5,3.9
85892,3.9,,1.3,2.8,,4.1,2.7,4.7,3.6,
85893,3.1,1.7,,2.6,2.2,3.9,,3.7,2.4,1.4
85894,4.8,2.7,,3.7,1.6,,4.6,,,2.9
85895,,,4.9,,,2.3,,4.0,3.7,1.3
85896,4.8,2.8,5.0,1.5,3.4,3.4,2.0,4.3,,
85897,,4.2,,3.1,2.0,5.0,1.2,3.8,3.7,2.2
85898,,4.5,,,,2.3,,3.3,,4.0
85899,1.9,3.0,3.1,3.5,5.0,2.0,,4.0,3.1,2.8
85900,2.1,1.1,,,1.2,5.0,1.9,1.6,3.3,
85901,3.0,3.7,1.8,2.1,4.5,,4.4,1.8,1.5,1.2
85902,1.4,2.3,,1.0,4.2,,,3.1,3.9,1.6
85903,2.1,4.2,,4.0,,4.8,1.6,2.8,,4.1
85904,2.3,,3.5,,1.9,2.3,,1.2,3.0,4.5
85905,1.2,1.2,,,,4.0,1.5,,,1.9
85906,3.5,,2.4,,,,4.1,1.6,,1.2
85907,3.9,3.1,1.7,2.4,2.0,2.7,2.5,1.4,,1.3
85908,1.2,4.0,4.7,4.6,2.9,1.8,,4.9,1.6,4.3
85909,2.5,1.2,2.9,,3.9,3.2,,1.6,3.7,2.0
85910,4.2,,3.2,,,2.4,1.9,1.5,1.7,2.2
85911,1.1,1.0,3.4,1.6,4.0,1.4,4.4,2.9,2.1,
85912,3.7,,4.9,,4.1,,,4.7,3.3,3.3
85913,2.3,2.2,2.4,2.2,2.1,,3.2,4.4,3.5,
85914,4.3,2.6,1.9,4.0,2.8,3.9,1.4,3.8,4.7,2.9
85915,3.1,1.3,1.4,2.4,,3.8,4.9,4.9,4.5,3.9
85916,,3.0,5.0,3.6,2.5,4.8,1.4,3.6,4.2,3.5
85917,4.4,2.3,,1.6,,1.1,3.0,,4.4,1.4
85918,1.2,4.4,1.7,2.5,1.2,3.6,4.7,3.7,4.0,2.3
85919,2.1,3.1,,2.6,1.8,4.5,4.3,1.9,2.1,4.6
85920,3.7,2.9,,,3.5,3.2,4.9,,,4.4
85921,2.8,4.7,1.2,2.3,1.8,1.8,2.4,,,3.9
85922,4.4,2.2,3.3,4.1,,,,4.4,1.7,3.8
85923,4.2,3.2,1.6,,2.4,1.5,2.9,4.6,,1.5
85924,1.8,2.0,1.8,,,,3.2,,4.9,
85925,2.2,,1.6,1.1,4.9,3.9,3.0,2.8,2.9,1.8
85926,,2.2,,1.1,3.9,1.4,3.1,2.2,1.6,
85927,3.4,1.9,4.3,1.3,1.2,4.7,4.6,1.8,4.5,2.7
85928,1.9,1.7,3.7,,1.6,1.1,2.4,,,3.1
85929,,2.6,3.4,,3.9,,4.6,3.9,2.3,1.1
85930,,3.1,3.8,2.4,1.5,,4.7,4.1,4.7,3.2
85931,,1.8,1.5,4.7,,,3.3,1.9,1.3,4.4
85932,,1.7,3.0,2.4,,3.4,4.7,4.7,,
85933,,2.3,,3.3,1.4,4.8,2.1,,1.3,2.6
85934,,4.9,4.0,,,3.1,4.0,1.1,,1.8
85935,2.7,1.4,,1.4,1.5,3.7,3.3,2.7,2.4,
85936,4.8,4.8,,5.0,3.7,,,,2.2,2.0
85937,,,3.0,1.7,4.9,,,1.9,,
85938,1.4,2.4,,3.9,1.1,2.8,4.6,1.2,,3.1
85939,,4.9,,1.0,1.3,,3.5,4.1,4.7,4.6
85940,2.1,1.3,,1.8,2.2,2.1,,4.0,1.8,2.7
85941,,2.2,4.6,4.9,,2.2,4.0,4.3,3.4,1.8
85942,4.4,2.5,,,1.7,,3.5,,4.8,2.6
85943,,,2.4,2.9,1.9,4.1,1.1,,1.5,
85944,2.1,,,,2.7,,,,,4.5
85945,3.1,,3.1,2.2,,1.8,1.5,,1.5,2.7
85946,4.5,,3.7,,2.1,2.1,5.0,2.7,3.2,4.3
85947,4.9,4.2,3.8,1.3,2.8,2.9,3.7,3.9,4.3,1.9
85948,4.9,1.9,,4.8,4.1,2.0,,3.8,4.8,
85949,5.0,2.0,,2.5,4.4,,,,,1.1
85950,2.3,2.3,3.1,2.8,2.3,,,,4.6,2.5
85951,,,,3.5,,3.5,,2.3,,2.9
85952,2.2,,1.5,,3.6,2.6,2.5,2.1,3.7,4.4
85953,4.7,1.6,,,1.0,2.8,4.3,,1.5,
85954,4.8,,1.4,2.5,3.4,3.6,2.3,2.2,3.6,
85955,2.7,,,,2.1,3.0,1.6,3.8,5.0,3.4
85956,,,,,3.4,1.4,,,1.4,1.1
85957,,1.7,4.5,,,2.1,2.7,1.2,4.3,
85958,1.6,,4.5,,,2.7,2.9,4.6,,4.1
85959,1.5,,2.2,4.6,4.1,1.2,2.8,3.6,2.3,
85960,2.3,1.8,,4.8,,3.5,,1.3,4.8,2.4
85961,,,1.2,4.7,2.4,,4.5,,4.5,
85962,,2.2,5.0,5.0,1.1,,,1.7,,1.3
85963,3.5,4.5,2.6,,1.7,2.4,3.4,3.0,,2.9
85964,3.2,3.5,1.2,2.8,2.3,4.6,,,1.9,
85965,2.8,3.3,4.0,3.2,,2.4,3.0,,2.5,1.6
85966,1.7,4.9,,,,4.7,4.2,,,2.9
85967,2.6,1.1,,3.0,1.6,3.6,3.2,,4.5,1.3
85968,3.5,,3.5,4.6,3.9,3.2,3.9,,5.0,4.8
85969,,3.4,2.8,4.6,1.1,1.6,1.1,3.9,,4.8
85970,,,,4.1,,,3.0,,2.3,4.3
85971,4.5,3.7,2.1,,,,2.3,1.0,2.1,
85972,4.9,,1.5,,,,,1.6,2.5,2.8
85973,,,1.0,3.0,2.8,4.1,4.8,4.6,2.2,4.7
85974,1.3,1.7,4.2,,,1.9,,4.7,,1.5
85975,2.0,,3.8,4.2,3.7,,,3.6,,
85976,3.7,1.4,1.9,2.2,,2.2,,,,1.7
85977,,3.4,3.7,3.3,2.6,1.7,2.9,,,
85978,4.7,2.1,4.6,4.5,4.1,4.5,,1.5,3.8,1.5
85979,2.4,,1.7,3.3,1.5,,,1.8,,
85980,,5.0,4.0,2.9,1.3,,4.2,4.0,4.0,1.2
85981,4.1,,,,1.9,4.3,3.0,4.1,1.3,1.7
85982,2.6,4.0,,3.9,4.7,3.7,3.4,1.8,3.2,1.3
85983,2.4,,2.9,3.8,3.5,4.6,,3.6,,
85984,2.8,3.9,1.7,2.5,,3.2,4.7,4.8,4.0,
85985,3.9,4.5,1.9,5.0,4.5,,1.8,4.6,4.1,2.9
85986,4.0,4.6,3.2,,1.7,1.2,,3.2,1.7,3.2
85987,2.7,3.9,,4.4,3.3,1.7,2.4,2.5,2.3,
85988,3.1,2.6,,4.9,,1.8,,2.4,2.4,
85989,4.9,4.8,5.0,1.2,3.7,,4.4,,4.3,2.3
85990,,4.3,4.4,,,,,2.7,4.9,4.1
85991,,3.2,,,2.7,,1.7,1.4,,3.9
85992,,3.3,4.3,1.9,1.1,,3.7,2.7,1.1,
85993,2.8,4.3,2.4,,1.5,3.0,4.2,,1.3,3.8
85994,2.3,2.5,,1.5,4.3,3.6,2.1,1.9,,2.5
85995,,1.6,3.2,3.1,2.5,,4.1,1.9,,2.4
85996,3.6,4.8,4.1,2.7,4.1,3.0,4.5,4.7,2.4,3.0
85997,,2.1,3.0,4.2,3.1,,2.6,1.5,3.2,3.0
85998,1.9,1.6,4.5,,4.6,2.7,3.3,2.2,1.2,3.4
85999,1.5,1.9,,2.1,,2.7,3.2,2.8,3.6,2.9
86000,,,4.8,4.1,,3.6,4.5,3.5,,2.6
86001,1.4,,,4.6,,,3.2,,4.2,3.0
86002,,1.2,1.1,2.7,,,2.3,1.4,,4.9
86003,4.0,1.4,2.8,1.9,3.8,2.5,3.6,1.2,,3.1
86004,1.7,,,,,2.3,1.2,,4.6,1.9
86005,1.1,1.8,3.7,2.6,2.5,,3.3,5.0,,3.7
86006,3.2,2.4,4.6,4.0,2.6,2.2,,2.0,,2.8
86007,2.0,2.2,3.0,1.4,3.8,3.9,,3.6,2.1,1.5
86008,2.3,2.6,1.7,4.8,1.7,2.3,3.5,3.1,1.8,
86009,1.3,1.7,4.4,2.4,,,1.7,3.8,,2.9
86010,1.8,4.6,4.1,2.4,2.0,,4.4,,4.5,
86011,1.8,4.6,3.6,4.4,3.5,,3.5,4.4,4.5,4.3
86012,4.2,,2.3,,,1.7,4.7,3.9,1.2,2.5
86013,4.9,3.4,1.9,3.7,,4.4,1.1,,3.8,1.3
86014,4.1,,1.2,,3.0,,2.9,,2.3,
86015,3.8,,3.1,3.4,2.1,,2.0,,1.2,3.2
86016,,,2.9,,1.5,1.8,1.7,,,4.2
86017,4.7,4.6,,,,4.7,3.5,4.9,,1.3
86018,,1.4,3.9,,2.6,2.7,,,3.5,1.4
86019,,1.5,3.2,2.5,4.5,,2.9,3.0,4.9,3.3
86020,3.1,,3.5,2.7,4.5,,3.7,1.8,,
86021,1.6,4.2,3.5,1.1,1.3,4.1,,2.0,,1.5
86022,1.1,3.6,2.5,2.6,4.0,,,,4.3,4.9
86023,,1.2,,4.8,,,2.1,2.6,3.2,
86024,,1.6,4.7,1.2,3.6,1.2,1.1,1.3,,3.6
86025,4.9,,,3.7,1.6,,4.1,,4.8,4.2
86026,2.9,3.5,2.4,,,2.5,2.0,,,2.1
86027,,1.9,3.3,4.9,,3.6,4.8,,2.7,3.7
86028,,2.1,,4.3,,2.3,,,3.1,4.9
86029,4.3,,4.9,3.1,1.2,3.1,4.1,,3.5,3.9
86030,3.6,4.8,2.9,2.1,,4.8,1.8,3.3,2.8,3.6
86031,,4.7,2.8,3.0,3.4,4.5,2.1,,1.7,3.7
86032,,1.1,,4.1,1.1,,3.5,,,4.9
86033,,,3.6,3.7,,4.0,,4.8,1.5,
86034,3.9,3.5,,,,,,3.7,1.5,4.5
86035,,,3.3,,3.5,4.4,,,,4.0
86036,1.3,4.3,4.1,4.8,4.2,1.0,4.5,4.8,3.0,1.1
86037,4.8,2.3,2.6,,,,4.0,3.4,,3.2
86038,,1.7,3.9,4.0,3.3,1.6,1.6,,,
86039,2.5,,1.8,,4.6,,,4.6,4.5,4.3
86040,1.6,3.2,,1.4,4.7,,1.4,4.8,,3.2
86041,,2.6,1.7,,4.4,3.0,2.8,,2.3,
86042,2.4,,3.2,2.7,2.6,,,2.5,3.2,1.7
86043,4.3,4.1,,,,2.9,,,1.1,3.3
86044,4.6,3.3,3.7,4.7,2.3,1.6,4.8,2.7,4.0,4.4
86045,,1.2,3.3,2.2,,,1.8,1.6,4.9,4.0
86046,1.6,4.2,4.4,2.8,3.5,,1.2,2.7,2.4,4.2
86047,3.2,,4.4,2.7,,3.4,1.1,,1.6,2.5
86048,,3.5,,1.3,3.4,1.6,3.7,,4.0,1.8
86049,2.3,4.9,2.9,,,,2.3,1.0,2.4,3.7
86050,,1.4,4.8,,3.2,4.0,3.8,3.5,1.3,3.7
86051,4.0,4.6,4.8,4.4,3.3,2.5,,,3.3,5.0
86052,1.9,2.9,1.3,4.5,3.4,,,1.6,,3.4
86053,4.4,1.4,,3.8,4.2,,,4.0,1.3,4.8
86054,,,1.4,1.6,2.4,3.0,5.0,,2.2,2.4
86055,2.7,,4.8,1.1,,2.0,3.0,,2.1,2.5
86056,4.5,2.9,4.0,2.8,,2.1,3.5,2.8,4.7,1.9
86057,2.7,2.7,,,,3.5,3.3,1.1,2.5,
86058,3.3,1.9,,1.4,,2.2,,1.4,4.2,
86059,,3.8,3.4,,,1.1,1.9,4.9,3.1,1.6
86060,,4.9,2.6,,,,3.2,2.1,4.0,
86061,,1.0,4.3,,4.8,4.9,1.9,3.1,2.9,4.6
86062,2.8,2.9,3.0,1.5,2.5,2.0,1.9,1.1,2.6,
86063,1.8,1.9,4.6,1.7,,,2.5,2.3,1.3,
86064,4.3,1.3,2.1,2.6,3.9,,2.1,3.8,4.9,4.6
86065,3.2,,1.2,1.3,,2.3,,4.1,3.3,
86066,4.9,1.3,,,4.1,3.3,2.3,4.2,2.7,4.3
86067,3.3,3.4,,3.2,2.4,4.3,4.7,3.3,2.9,2.0
86068,,1.3,,1.1,1.5,3.7,4.9,,,
86069,,2.2,4.1,4.7,3.0,,1.2,,,5.0
86070,,1.7,2.3,1.4,1.4,4.0,1.6,4.4,2.9,
86071,3.8,,2.4,,2.6,1.3,3.2,3.1,2.2,4.9
86072,,,,3.8,2.7,2.2,2.4,1.7,3.4,4.7
86073,1.4,3.2,3.5,,4.1,4.1,1.6,,1.4,3.6
86074,2.1,4.0,1.0,2.9,,4.0,4.1,1.9,,2.5
86075,2.4,2.6,,,2.6,2.9,2.0,,,
86076,4.8,,4.0,,,,4.9,1.8,,
86077,4.5,4.0,2.3,4.9,3.3,,,,3.0,
86078,2.0,2.9,4.4,4.7,2.1,,2.6,4.9,,1.4
86079,,2.5,1.9,,4.6,,,1.7,4.2,3.0
86080,3.8,1.9,2.3,,2.8,1.8,,3.6,1.1,1.6
86081,,2.8,2.1,1.3,2.9,,4.7,3.2,,
86082,,4.9,4.5,,1.6,3.1,3.9,2.3,1.9,4.8
86083,2.2,3.5,,3.7,3.6,,,2.1,,3.9
86084,4.0,,3.6,,,,3.1,,1.8,3.8
86085,3.5,4.1,3.3,,3.5,3.7,,,1.3,4.9
86086,4.9,,1.0,4.7,2.1,4.7,2.4,1.9,,2.0
86087,1.7,2.9,1.9,3.7,2.7,3.0,2.2,,4.0,
86088,4.9,2.0,4.4,2.7,,,,4.8,1.2,2.9
86089,,4.9,3.7,3.2,,1.8,3.1,2.7,2.1,1.0
86090,1.9,,4.6,,,2.2,2.3,3.9,1.1,4.3
86091,3.1,,3.7,,,4.6,4.0,3.5,1.2,
86092,,1.4,,4.2,3.0,,3.7,,2.2,1.7
86093,,3.5,2.1,,2.5,4.2,3.6,1.4,,4.7
86094,4.8,,2.2,3.8,2.7,2.2,4.6,4.4,3.0,
86095,3.2,2.4,2.3,,3.0,,,3.1,4.3,
86096,,4.1,1.6,,2.3,2.3,,3.2,1.8,
86097,,1.4,,,2.6,3.5,3.9,3.3,5.0,4.5
86098,1.6,,,4.3,,4.1,2.3,1.3,4.7,4.7
86099,3.1,1.1,,2.3,3.7,4.8,,3.3,1.1,1.9
86100,3.8,1.0,3.1,2.3,3.7,3.0,,,,4.0
86101,2.3,3.0,4.2,2.6,4.6,1.6,,2.1,3.7,3.6
86102,3.6,,,3.3,,3.4,1.3,,3.9,1.4
86103,2.0,1.3,3.1,2.2,4.3,,,,,4.0
86104,4.0,3.8,1.9,3.7,,,1.5,,,2.5
86105,4.5,5.0,2.9,3.8,,3.1,3.9,,4.5,1.0
86106,2.8,3.6,2.4,3.6,2.6,3.2,,3.0,2.9,3.3
86107,3.4,3.8,3.0,,,5.0,1.1,4.9,,
86108,4.0,,,1.4,2.4,,1.6,1.3,2.0,
86109,,4.1,4.5,1.9,1.7,3.2,,3.4,1.0,
86110,,4.3,4.5,,1.5,,,1.8,4.7,2.5
86111,,4.8,2.6,3.5,2.4,4.1,3.0,,,
86112,4.2,3.6,3.3,4.9,1.7,2.2,1.2,2.1,4.0,1.8
86113,3.3,,,,1.5,2.8,4.4,5.0,4.2,1.4
86114,3.8,2.1,3.7,2.7,4.4,1.3,4.0,4.5,,3.6
86115,3.4,,,,2.6,3.4,2.8,3.4,3.0,3.8
86116,,4.2,3.6,,1.5,4.4,1.0,1.1,5.0,
86117,3.2,,,3.7,4.3,,3.0,,3.0,
86118,4.1,2.0,,2.1,,2.5,,3.2,2.7,2.5
86119,,2.3,1.6,2.9,,4.0,1.1,4.7,2.4,3.1
86120,3.5,,2.0,2.3,,1.5,3.4,2.9,3.0,2.5
86121,1.4,3.9,4.5,2.1,3.5,4.9,1.5,,4.1,4.4
86122,2.7,3.5,1.3,4.7,4.8,,,,3.2,1.6
86123,3.7,4.9,1.6,,3.1,,4.0,2.0,3.9,
86124,2.8,,2.6,,4.8,3.6,1.9,,1.4,4.5
86125,,1.7,4.8,3.2,3.4,4.6,3.2,1.4,4.7,1.4
86126,3.8,,3.5,4.1,,3.7,2.1,,4.9,1.3
86127,3.7,2.6,2.7,3.1,2.3,2.9,,2.1,,3.3
86128,1.4,1.6,3.8,,1.5,2.7,4.2,2.4,3.0,
86129,,1.3,3.4,1.1,2.5,,4.7,,1.7,3.2
86130,1.6,,,4.4,4.4,2.2,,2.9,4.1,
86131,2.2,1.5,1.5,4.3,4.9,1.1,,,4.6,
86132,4.6,,2.3,3.8,,,1.9,3.5,,2.3
86133,1.6,,,,4.7,3.5,4.3,1.6,2.8,2.6
86134,4.8,,4.7,,1.7,,1.4,1.5,4.3,4.4
86135,4.3,1.9,,,4.9,1.0,,1.8,2.2,
86136,,1.9,1.2,1.9,3.4,1.1,2.4,3.2,3.4,3.8
86137,2.5,,2.9,1.8,1.4,,3.8,1.8,2.8,
86138,1.8,,2.9,1.0,1.7,2.9,3.4,3.5,4.6,1.8
86139,3.4,3.2,3.2,4.4,,2.4,2.1,3.5,2.9,1.3
86140,1.6,,4.0,3.1,4.3,3.9,2.4,2.3,1.8,3.0
86141,4.2,4.0,3.8,,1.3,3.3,1.8,,1.6,
